team,region,matchType,Baron,Dra,Turts,kills,deaths,assists,CS,gold,damage,tanking,matches_played,matches_won,minutes_played,matches_lose,win_rate,Baron_per_game,Dra_per_game,Turts_per_game,kills_per_game,deaths_per_game,assists_per_game,CS_per_minute,gold_per_minute,damage_per_game,tanking_per_game,KDA
TL,US,2020 S10全球总决赛 入围赛,3,13,41,83,35,207,4929,283183,269320.0,335102.0,5,4,149.1,1,0.8,0.6,2.6,8.2,16.6,7.0,41.4,33.06,1899.28,53864.0,67020.4,8.286
MAD Team,TW,2019 LMS 春季赛,26,77,236,465,318,1140,39868,2205203,2172422.0,2975558.0,37,24,1225.5,13,0.6486,0.7,2.08,6.38,12.57,8.59,30.81,32.53,1799.43,58714.11,80420.49,5.047
LLL,BR,2023全球总决赛 入围赛,4,12,31,67,107,147,6580,355632,415291.5,635178.2,6,2,204.1,4,0.3333,0.67,2.0,5.17,11.17,17.83,24.5,32.24,1742.44,69215.25,105863.03,2.0
AST,EU,2017 LCS 欧洲春季赛,18,40,77,222,481,466,30370,1643857,1809884.0,2709989.0,27,2,997.8,25,0.0741,0.67,1.48,2.85,8.22,17.81,17.26,30.44,1647.48,67032.74,100369.96,1.43
DAN,CN,NEST2017全国电子竞技大赛,3,6,30,54,48,113,5162,301862,338771.0,480773.0,5,3,168.7,2,0.6,0.6,1.2,6.0,10.8,9.6,22.6,30.6,1789.34,67754.2,96154.6,3.479
GEN,KR,2022 LCK春季赛,17,43,128,233,175,546,19542,1061510,1197410.0,1546912.0,17,12,576.9,5,0.7059,1.0,2.53,7.53,13.71,10.29,32.12,33.87,1840.02,70435.88,90994.82,4.451
G2,EU,2020 S10全球总决赛,6,28,84,228,209,530,14742,817056,977046.0,1437241.0,14,8,447.0,6,0.5714,0.43,2.0,6.0,16.29,14.93,37.86,32.98,1827.87,69789.0,102660.07,3.627
AHQ,TW,2018 LMS 夏季赛,12,45,143,263,390,580,36854,1846545,1810408.0,2745378.0,31,8,1099.5,23,0.2581,0.39,1.45,4.61,8.48,12.58,18.71,33.52,1679.44,58400.26,88560.58,2.162
JAG,KR,2018 LCK夏季赛,18,71,186,267,365,622,51168,2452899,2307703.0,3373782.0,40,12,1448.0,28,0.3,0.45,1.78,4.65,6.68,9.13,15.55,35.34,1693.99,57692.58,84344.55,2.436
VKE,VN,2022全球总决赛 入围赛,4,18,43,113,128,250,8644,478591,566445.8,805204.8,9,3,276.5,6,0.3333,0.44,2.0,4.78,12.56,14.22,27.78,31.26,1730.89,62938.42,89467.2,2.836
GEN,KR,2020 英雄联盟 季中杯,2,15,36,65,68,158,6725,349074,343568.0,507302.0,6,3,196.0,3,0.5,0.33,2.5,6.0,10.83,11.33,26.33,34.31,1780.99,57261.33,84550.33,3.279
C9,US,2022全球总决赛,2,7,14,40,88,88,5082,261305,286749.0,505920.4,6,1,176.8,5,0.1667,0.33,1.17,2.33,6.67,14.67,14.67,28.74,1477.97,47791.5,84320.07,1.455
FOX,KR,2019 LCK 夏季赛,35,124,300,490,549,1191,53982,2879408,2748946.0,4248658.0,47,27,1596.0,20,0.5745,0.74,2.64,6.38,10.43,11.68,25.34,33.82,1804.14,58488.21,90396.98,3.062
TL,US,2023全球总决赛,2,8,24,44,77,69,5177,267747,261255.2,482785.1,5,1,156.4,4,0.2,0.4,1.6,4.8,8.8,15.4,13.8,33.1,1711.94,52251.04,96557.02,1.468
G2,EU,2017 LCS 欧洲夏季赛,42,87,298,485,391,1223,45869,2594729,2881915.0,4030845.0,40,26,1406.5,14,0.65,1.05,2.18,7.45,12.13,9.78,30.58,32.61,1844.81,72047.88,100771.13,4.368
LNG,CN,2018 LPL夏季赛,27,67,231,469,511,1165,53563,2697324,2571172.0,3946538.0,46,19,1611.6,27,0.413,0.59,1.46,5.02,10.2,11.11,25.33,33.24,1673.69,55895.04,85794.3,3.198
WE,CN,NEST2017全国电子竞技大赛,2,3,9,29,40,71,2738,157975,171286.0,296310.0,3,1,91.9,2,0.3333,0.67,1.0,3.0,9.67,13.33,23.67,29.79,1718.99,57095.33,98770.0,2.5
JDG,CN,2022全球总决赛,8,28,100,218,200,496,14271,829039,1036370.6,1353772.4,14,10,445.5,4,0.7143,0.57,2.0,7.14,15.57,14.29,35.43,32.03,1860.92,74026.47,96698.03,3.57
TSM,US,2020 LCS 夏季赛,30,104,276,463,372,1156,42804,2327515,2443213.0,3489073.0,38,24,1307.4,14,0.6316,0.79,2.74,7.26,12.18,9.79,30.42,32.74,1780.26,64295.08,91817.71,4.352
LNG,CN,德玛西亚杯珠海站,1,7,15,27,31,66,2955,152412,157984.0,199204.0,3,1,90.5,2,0.3333,0.33,2.33,5.0,9.0,10.33,22.0,32.65,1684.11,52661.33,66401.33,3.0
MDK,EU,2022 LEC 春季赛,8,25,74,158,190,376,13522,739284,808459.0,1146608.0,12,5,412.5,7,0.4167,0.67,2.08,6.17,13.17,15.83,31.33,32.78,1792.2,67371.58,95550.67,2.811
ING,CN,2017 LSPL 春季赛,34,92,277,616,758,1444,65862,3278448,3520833.0,5208787.0,54,20,1861.9,34,0.3704,0.63,1.7,5.13,11.41,14.04,26.74,35.37,1760.81,65200.61,96459.02,2.718
C9,US,2017 全球总决赛,7,17,64,102,106,292,11958,677843,833570.0,1009703.0,11,5,372.4,6,0.4545,0.64,1.55,5.82,9.27,9.64,26.55,32.11,1820.2,75779.09,91791.18,3.717
GEN,KR,2022全球总决赛,10,34,98,200,152,447,16589,907742,1073951.3,1389724.5,16,10,507.7,6,0.625,0.63,2.13,6.13,12.5,9.5,27.94,32.67,1787.95,67121.96,86857.78,4.257
BRO.C,KR,KeSPA杯 2021,6,22,75,228,201,510,10119,640251,813530.0,1027480.0,11,7,341.5,4,0.6364,0.55,2.0,6.82,20.73,18.27,46.36,29.63,1874.82,73957.27,93407.27,3.672
BLGJ,CN,2019 LDL 春季赛,31,139,348,766,827,1589,57758,3199068,3336524.0,4989965.0,56,28,1718.6,28,0.5,0.55,2.48,6.21,13.68,14.77,28.38,33.61,1861.44,59580.79,89106.52,2.848
LGD,CN,2023 LPL 春季赛,22,79,185,400,518,871,42266,2257306,2820991.5,4209659.8,39,13,1316.3,26,0.3333,0.56,2.03,4.74,10.26,13.28,22.33,32.11,1714.89,72333.12,107939.99,2.454
BLGJ,CN,2020 LDL 夏季赛,30,125,272,799,889,1742,57558,3210666,3447035.0,5368987.0,58,19,1849.6,39,0.3276,0.52,2.16,4.69,13.78,15.33,30.03,31.12,1735.87,59431.64,92568.74,2.858
FB,TR,2019 MSI 入围赛,4,17,42,134,133,297,7243,424440,503190.0,630914.0,7,4,223.7,3,0.5714,0.57,2.43,6.0,19.14,19.0,42.43,32.38,1897.36,71884.29,90130.57,3.241
JT,TW,2019 LMS 春季赛,27,76,240,444,409,1083,40793,2241873,2474534.0,3410320.0,36,20,1251.7,16,0.5556,0.75,2.11,6.67,12.33,11.36,30.08,32.59,1791.06,68737.06,94731.11,3.733
XL,EU,2019 LEC 夏季赛,10,26,63,145,243,296,15173,827528,765075.0,1377508.0,15,3,488.7,12,0.2,0.67,1.73,4.2,9.67,16.2,19.73,31.05,1693.33,51005.0,91833.87,1.815
EDG,CN,2023 LPL 春季赛,45,138,354,676,604,1659,52727,2994954,3939878.6,4723710.5,51,33,1639.8,18,0.6471,0.88,2.71,6.94,13.25,11.84,32.53,32.15,1826.41,77252.52,92621.77,3.866
JDG,CN,2020 LPL 夏季赛,39,123,349,738,542,1767,51535,2861194,3096560.0,4149613.0,48,33,1538.6,15,0.6875,0.81,2.56,7.27,15.38,11.29,36.81,33.49,1859.61,64511.67,86450.27,4.622
MSF,EU,2017 全球总决赛,9,20,79,114,107,303,14033,789073,800632.0,1116466.0,12,6,441.8,6,0.5,0.75,1.67,6.58,9.5,8.92,25.25,31.76,1786.04,66719.33,93038.83,3.897
PNG,BR,2021 CBLOL 春季赛,26,89,237,505,413,1087,32486,1835574,1974305.0,3015425.0,32,20,992.5,12,0.625,0.81,2.78,7.41,15.78,12.91,33.97,32.73,1849.44,61697.03,94232.03,3.855
GEN,KR,2017 全球总决赛,16,31,136,161,113,469,19006,1078390,1123808.0,1416419.0,16,13,559.5,3,0.8125,1.0,1.94,8.5,10.06,7.06,29.31,33.97,1927.42,70238.0,88526.19,5.575
BJD,MY,2021 PCS 夏季赛,4,34,73,211,280,467,17417,940094,1102111.0,1594126.0,18,6,561.4,12,0.3333,0.22,1.89,4.06,11.72,15.56,25.94,31.02,1674.55,61228.39,88562.56,2.421
JDM,CN,德玛西亚杯长沙站,2,8,12,35,46,77,3231,189967,235409.0,348819.0,3,1,114.0,2,0.3333,0.67,2.67,4.0,11.67,15.33,25.67,28.34,1666.38,78469.67,116273.0,2.435
DRX,KR,2020 S10全球总决赛,3,20,56,103,89,227,10581,538288,562414.0,823979.0,9,4,298.2,5,0.4444,0.33,2.22,6.22,11.44,9.89,25.22,35.48,1805.12,62490.44,91553.22,3.708
LGC,AU,2021 LCO 夏季赛,12,43,100,304,393,698,19472,1131401,1441302.0,1989892.0,21,7,657.4,14,0.3333,0.57,2.05,4.76,14.48,18.71,33.24,29.62,1721.02,68633.43,94756.76,2.55
FPX,CN,2019 LPL 夏季赛,43,119,339,720,416,1525,41785,2468528,2484648.0,3217547.0,40,34,1275.1,6,0.85,1.08,2.98,8.48,18.0,10.4,38.13,32.77,1935.95,62116.2,80438.68,5.397
MCX,TW,2017亚洲对抗赛,1,2,17,32,43,77,3358,184496,182500.0,267020.0,3,1,108.8,2,0.3333,0.33,0.67,5.67,10.67,14.33,25.67,30.86,1695.74,60833.33,89006.67,2.535
EQX,CN,2023 德玛西亚杯,0,2,4,27,81,53,2108,118228,146828.4,295158.2,3,0,72.6,3,0.0,0.0,0.67,1.33,9.0,27.0,17.67,29.04,1628.48,48942.8,98386.07,0.988
FNC,EU,2021 LEC 夏季赛,36,113,281,692,557,1452,39753,2335083,2577024.0,3882339.0,40,24,1241.6,16,0.6,0.9,2.83,7.03,17.3,13.93,36.3,32.02,1880.7,64425.6,97058.48,3.849
NIP,CN,2020德玛西亚杯,6,19,50,94,69,206,6953,395076,401516.0,605037.0,7,5,225.0,2,0.7143,0.86,2.71,7.14,13.43,9.86,29.43,30.9,1755.89,57359.43,86433.86,4.348
DWT,TW,2021 PCS 春季赛,5,29,52,144,260,333,15470,801288,751379.0,1430895.0,17,4,489.5,13,0.2353,0.29,1.71,3.06,8.47,15.29,19.59,31.6,1636.95,44198.76,84170.29,1.835
SG,CN,2018 LDL春季赛,29,73,221,329,276,776,36986,1956609,1992830.0,2912188.0,31,17,1073.7,14,0.5484,0.94,2.35,7.13,10.61,8.9,25.03,34.45,1822.31,64284.84,93941.55,4.004
UOL,RU,2020 S10全球总决赛 入围赛,9,24,70,138,106,292,8018,472696,570957.0,752567.0,8,6,253.4,2,0.75,1.13,3.0,8.75,17.25,13.25,36.5,31.64,1865.41,71369.63,94070.88,4.057
JDG,CN,2023全球总决赛,10,28,80,158,144,410,12879,696634,785913.5,1061446.6,13,8,376.0,5,0.6154,0.77,2.15,6.15,12.15,11.08,31.54,34.25,1852.75,60454.88,81649.74,3.944
EDG,CN,2018 LPL春季赛,50,101,359,595,490,1557,64533,3374052,3367464.0,4729569.0,55,34,1814.4,21,0.6182,0.91,1.84,6.53,10.82,8.91,28.31,35.57,1859.6,61226.62,85992.16,4.392
LGD,CN,2021NEST全国电子竞技大赛,2,3,10,44,48,104,2283,0,171902.0,0.0,2,0,80.8,2,0.0,1.0,1.5,5.0,22.0,24.0,52.0,28.25,0.0,85951.0,0.0,3.083
BLG,CN,2019 LPL 夏季赛,35,92,290,588,535,1377,49226,2748241,2936472.0,4095583.0,46,26,1517.9,20,0.5652,0.76,2.0,6.3,12.78,11.63,29.93,32.43,1810.55,63836.35,89034.41,3.673
MCX,TW,2017 LMS 港澳台夏季赛,23,43,185,362,420,897,37992,2103431,2198262.0,3415699.0,33,15,1201.7,18,0.4545,0.7,1.3,5.61,10.97,12.73,27.18,31.62,1750.38,66614.0,103506.03,2.998
LGD,CN,2021 LPL 春季赛,16,72,161,392,547,926,36543,1941409,2023917.0,3164027.0,37,11,1130.7,26,0.2973,0.43,1.95,4.35,10.59,14.78,25.03,32.32,1717.0,54700.46,85514.24,2.41
TT,CN,2022 LPL春季赛,15,71,160,398,534,836,38984,2083867,2200639.0,3370750.0,40,11,1224.0,29,0.275,0.38,1.78,4.0,9.95,13.35,20.9,31.85,1702.51,55015.98,84268.75,2.311
JDM,CN,2021 LDL 春季赛,42,119,343,863,836,1896,55315,3173327,3559917.0,5305468.0,59,32,1753.6,27,0.5424,0.71,2.02,5.81,14.63,14.17,32.14,31.54,1809.61,60337.58,89923.19,3.3
FLY,US,2018 LCS 北美夏季赛,14,38,133,254,281,573,25154,1326035,1310787.0,2080073.0,23,10,761.7,13,0.4348,0.61,1.65,5.78,11.04,12.22,24.91,33.02,1740.89,56990.74,90437.96,2.943
AFR,CN,2018 LMS 夏季赛,18,51,154,320,444,733,40732,2057448,2216308.0,3252166.0,34,11,1241.0,23,0.3235,0.53,1.5,4.53,9.41,13.06,21.56,32.82,1657.9,65185.53,95651.94,2.372
EDG,CN,2021 LPL 春季赛,34,131,323,697,481,1634,52164,2826628,2952521.0,4160452.0,48,34,1537.8,14,0.7083,0.71,2.73,6.73,14.52,10.02,34.04,33.92,1838.1,61510.85,86676.08,4.846
PSG,HK,2021 MSI 季中邀请赛,14,51,122,319,236,724,20579,1124521,1135824.0,1692578.0,20,11,617.0,9,0.55,0.7,2.55,6.1,15.95,11.8,36.2,33.35,1822.56,56791.2,84628.9,4.419
WE,CN,2022 LPL 夏季赛,17,63,136,366,573,913,37903,2023019,2195380.0,3513162.0,38,7,1187.5,31,0.1842,0.45,1.66,3.58,9.63,15.08,24.03,31.92,1703.59,57773.16,92451.63,2.232
RNG,CN,德玛西亚杯长沙站,11,19,95,187,124,411,16329,841167,838778.0,1224905.0,11,9,451.1,2,0.8182,1.0,1.73,8.64,17.0,11.27,37.36,36.2,1864.7,76252.55,111355.0,4.823
TES,CN,2024 MSI 入围赛,5,11,42,90,75,220,4934,293598,491498.7,596466.9,5,4,147.9,1,0.8,1.0,2.2,8.4,18.0,15.0,44.0,33.36,1985.11,98299.74,119293.38,4.133
土耳其,TR,2017全明星赛,0,1,3,22,61,45,2956,144239,151744.0,289897.0,3,0,93.0,3,0.0,0.0,0.33,1.0,7.33,20.33,15.0,31.78,1550.96,50581.33,96632.33,1.098
EVS,VN,2018 MSI 季中冠军赛,5,11,37,81,158,165,11137,551003,495999.0,925984.0,10,2,327.6,8,0.2,0.5,1.1,3.7,8.1,15.8,16.5,34.0,1681.94,49599.9,92598.4,1.557
LGE,CN,2019德玛西亚杯,1,5,11,35,72,83,3719,196178,203514.0,324749.0,4,1,119.7,3,0.25,0.25,1.25,2.75,8.75,18.0,20.75,31.07,1638.91,50878.5,81187.25,1.639
TT,CN,2022 德玛西亚杯,13,27,87,199,137,437,11887,715953,843575.1,1066160.0,12,8,369.5,4,0.6667,1.08,2.25,7.25,16.58,11.42,36.42,32.17,1937.63,70297.93,88846.67,4.642
WBG,CN,2023 LPL 春季赛,33,89,263,557,529,1266,41939,2373623,2886681.1,3713603.2,42,22,1329.0,20,0.5238,0.79,2.12,6.26,13.26,12.6,30.14,31.56,1786.02,68730.5,88419.12,3.446
HKA,HK,2017 IEM 卡托维兹站,4,8,25,59,74,116,6287,339848,381931.0,546571.0,5,2,195.4,3,0.4,0.8,1.6,5.0,11.8,14.8,23.2,32.18,1739.24,76386.2,109314.2,2.365
PSG,HK,2022 MSI 季中冠军赛,6,29,65,174,219,410,15597,834878,784573.0,1201528.0,16,6,489.3,10,0.375,0.38,1.81,4.06,10.88,13.69,25.63,31.88,1706.27,49035.81,75095.5,2.667
BLG,CN,2019 LPL 春季赛,31,80,260,508,401,1254,42433,2380173,2611769.0,3558125.0,37,20,1315.2,17,0.5405,0.84,2.16,7.03,13.73,10.84,33.89,32.26,1809.74,70588.35,96165.54,4.394
GEN,KR,2024 MSI 季中冠军赛,17,35,115,265,184,650,16626,981698,1385395.6,1677310.6,15,12,514.1,3,0.8,1.13,2.33,7.67,17.67,12.27,43.33,32.34,1909.55,92359.71,111820.71,4.973
HLE,KR,2021 S11 全球总决赛 入围赛,5,20,60,114,64,219,7348,402751,496795.7,587205.5,7,6,205.4,1,0.8571,0.71,2.86,8.57,16.29,9.14,31.29,35.77,1960.81,70970.81,83886.5,5.203
CPT,RU,2021 LCL 夏季赛,2,21,34,119,226,246,11273,599896,588706.0,1080679.0,13,2,371.9,11,0.1538,0.15,1.62,2.62,9.15,17.38,18.92,30.31,1613.06,45285.08,83129.15,1.615
FOX,US,2019 LCS 春季赛,14,56,106,214,261,519,25503,1342735,1342518.0,2081320.0,22,9,770.7,13,0.4091,0.64,2.55,4.82,9.73,11.86,23.59,33.09,1742.23,61023.55,94605.45,2.808
DK,KR,2020 LCK 夏季赛,31,103,369,703,316,1543,41165,2343604,2549475.0,3301971.0,42,37,1189.8,5,0.881,0.74,2.45,8.79,16.74,7.52,36.74,34.6,1969.75,60701.79,78618.36,7.108
CG,US,2018 LCS 北美夏季赛,10,27,89,172,235,390,22683,1162432,1245092.0,1809790.0,17,6,676.4,11,0.3529,0.59,1.59,5.24,10.12,13.82,22.94,33.53,1718.56,73240.71,106458.24,2.391
RA,CN,德玛西亚杯青岛站,6,12,45,53,65,123,6984,370521,340286.0,501119.0,6,3,201.3,3,0.5,1.0,2.0,7.5,8.83,10.83,20.5,34.69,1840.64,56714.33,83519.83,2.708
TES,CN,2019 LPL 春季赛,33,104,309,559,469,1294,48338,2656969,2636046.0,3739291.0,45,28,1459.9,17,0.6222,0.73,2.31,6.87,12.42,10.42,28.76,33.11,1819.97,58578.8,83095.36,3.951
FNC,EU,2024全球总决赛,4,15,23,69,88,182,6239,329085,406344.9,594929.0,6,2,184.9,4,0.3333,0.67,2.5,3.83,11.5,14.67,30.33,33.74,1779.8,67724.15,99154.83,2.852
KDF,KR,KeSPA杯2020,0,8,14,33,55,56,4309,213589,234961.0,364433.0,4,0,131.9,4,0.0,0.0,2.0,3.5,8.25,13.75,14.0,32.67,1619.33,58740.25,91108.25,1.618
TL,US,2021 LCS 夏季赛,31,93,277,551,485,1312,48014,2598800,2929092.0,3860455.0,43,24,1445.4,19,0.5581,0.72,2.16,6.44,12.81,11.28,30.51,33.22,1797.98,68118.42,89778.02,3.841
TSM,US,2022 LCS 春季赛,5,15,51,81,149,177,11277,581494,544129.0,898280.0,10,2,335.4,8,0.2,0.5,1.5,5.1,8.1,14.9,17.7,33.62,1733.73,54412.9,89828.0,1.732
G2,EU,2018 S8全球总决赛,9,22,90,164,168,346,18321,916433,876648.0,1412754.0,15,7,512.0,8,0.4667,0.6,1.47,6.0,10.93,11.2,23.07,35.78,1789.91,58443.2,94183.6,3.036
FOX,US,2018 LCS 北美夏季赛,15,51,157,278,326,642,27414,1440357,1603120.0,2209377.0,24,12,807.5,12,0.5,0.63,2.13,6.54,11.58,13.58,26.75,33.95,1783.72,66796.67,92057.38,2.822
OMG,CN,2019德玛西亚杯,1,12,19,37,42,62,4034,211407,173589.0,275672.0,4,2,123.9,2,0.5,0.25,3.0,4.75,9.25,10.5,15.5,32.56,1706.27,43397.25,68918.0,2.357
FPX,CN,2020NEST全国电子竞技大赛,8,28,81,190,251,418,13437,754853,853887.0,1200768.0,14,7,415.9,7,0.5,0.57,2.0,5.79,13.57,17.93,29.86,32.31,1814.99,60991.93,85769.14,2.422
OMD,CN,德玛西亚杯长沙站,0,1,3,3,14,4,709,37398,33561.0,61905.0,1,0,23.9,1,0.0,0.0,1.0,3.0,3.0,14.0,4.0,29.67,1564.77,33561.0,61905.0,0.5
Unlimited Potential,CN,2018 LDL 夏季赛,35,67,268,620,481,1536,49028,2519530,2797798.0,3621087.0,40,24,1445.6,16,0.6,0.88,1.68,6.7,15.5,12.03,38.4,33.92,1742.9,69944.95,90527.18,4.482
AHQ,TW,2017亚洲对抗赛,5,7,22,53,38,138,4326,250584,312580.0,396900.0,3,2,135.3,1,0.6667,1.67,2.33,7.33,17.67,12.67,46.0,31.97,1852.06,104193.33,132300.0,5.026
LCS,US,2017全明星赛,2,6,19,44,45,74,3076,175087,199313.0,247681.0,3,1,96.1,2,0.3333,0.67,2.0,6.33,14.67,15.0,24.67,32.01,1821.93,66437.67,82560.33,2.622
IG,CN,2019 S9全球总决赛,10,27,92,209,227,459,14668,842890,946809.0,1254909.0,14,8,462.8,6,0.5714,0.71,1.93,6.57,14.93,16.21,32.79,31.69,1821.28,67629.21,89636.36,2.943
DFM,JP,2019 MSI 入围赛,5,15,33,61,47,139,5806,318044,310705.0,467351.0,6,4,181.7,2,0.6667,0.83,2.5,5.5,10.17,7.83,23.17,31.95,1750.38,51784.17,77891.83,4.255
BRO,KR,2022 LCK春季赛,11,39,86,149,172,369,19075,996013,921263.0,1487839.0,16,6,575.9,10,0.375,0.69,2.44,5.38,9.31,10.75,23.06,33.12,1729.49,57578.94,92989.94,3.012
D9,CO,2017 LLN 北拉丁美洲 春季赛,12,36,140,235,282,429,23676,1323485,1363993.0,2025738.0,22,10,756.8,12,0.4545,0.55,1.64,6.36,10.68,12.82,19.5,31.28,1748.79,61999.68,92079.0,2.355
