player_name,team,region,matchType,position,kills,deaths,assists,CS,gold,damage,tanking,matches_played,matches_won,minutes_played,matches_lose,win_rate,kills_per_game,deaths_per_game,assists_per_game,CS_per_minute,gold_per_minute,damage_per_game,tanking_per_game,KDA
Looper,FOX,US,2017 LCS 北美夏季赛,TOP,18,32,40,3318,153202,167046.0,235650.0,11,5,414.9,6,0.4545,1.64,2.91,3.64,8.0,369.25,15186.0,21422.73,1.813
Lourlo,TL,US,2017 LCS 北美夏季赛,TOP,36,48,78,5782,253884,251419.0,471831.0,20,6,695.2,14,0.3,1.8,2.4,3.9,8.32,365.2,12570.95,23591.55,2.375
Ray,C9,US,2017 LCS 北美夏季赛,TOP,17,26,62,2503,116240,147898.0,212742.0,8,4,308.9,4,0.5,2.13,3.25,7.75,8.1,376.3,18487.25,26592.75,3.038
Seraph,NV,US,2017 LCS 北美夏季赛,TOP,30,70,95,5856,258682,267715.0,524353.0,20,8,714.3,12,0.4,1.5,3.5,4.75,8.2,362.15,13385.75,26217.65,1.786
Ssumday,DIG,US,2017 LCS 北美夏季赛,TOP,80,68,139,9153,410071,449479.0,765055.0,30,14,1064.7,16,0.4667,2.67,2.27,4.63,8.6,385.15,14982.63,25501.83,3.221
Zig,P1,US,2017 LCS 北美夏季赛,TOP,36,69,113,6306,285633,337657.0,606096.0,22,6,792.0,16,0.2727,1.64,3.14,5.14,7.96,360.65,15348.05,27549.82,2.159
Balls,FLY,US,2017 LCS 北美春季赛,TOP,27,60,122,5470,256133,246150.0,481265.0,20,10,718.5,10,0.5,1.35,3.0,6.1,7.61,356.48,12307.5,24063.25,2.483
Darshan,CLG,US,2017 LCS 北美春季赛,TOP,75,74,155,6953,349872,399638.0,793603.0,25,13,949.2,12,0.52,3.0,2.96,6.2,7.33,368.6,15985.52,31744.12,3.108
Flame,IMT,US,2017 LCS 北美春季赛,TOP,27,51,67,5404,239204,253266.0,370426.0,18,6,651.7,12,0.3333,1.5,2.83,3.72,8.29,367.05,14070.33,20579.22,1.843
Hauntzer,TSM,US,2017 LCS 北美春季赛,TOP,57,38,141,5767,274486,290990.0,504591.0,19,15,685.5,4,0.7895,3.0,2.0,7.42,8.41,400.42,15315.26,26557.42,5.211
Impact,C9,US,2017 LCS 北美春季赛,TOP,41,48,145,5664,268935,274305.0,477740.0,20,14,712.1,6,0.7,2.05,2.4,7.25,7.95,377.66,13715.25,23887.0,3.875
Looper,FOX,US,2017 LCS 北美春季赛,TOP,46,58,129,5093,253633,274728.0,512652.0,19,9,703.8,10,0.4737,2.42,3.05,6.79,7.24,360.38,14459.37,26981.68,3.017
Lourlo,TL,US,2017 LCS 北美春季赛,TOP,47,37,108,6025,273261,288349.0,512055.0,20,8,716.7,12,0.4,2.35,1.85,5.4,8.41,381.28,14417.45,25602.75,4.189
Ray,C9,US,2017 LCS 北美春季赛,TOP,20,29,34,2106,100360,118370.0,213680.0,7,4,265.8,3,0.5714,2.86,4.14,4.86,7.92,377.58,16910.0,30525.71,1.862
Seraph,NV,US,2017 LCS 北美春季赛,TOP,46,56,100,6062,278519,301336.0,490142.0,19,7,739.8,12,0.3684,2.42,2.95,5.26,8.19,376.48,15859.79,25796.95,2.607
Zig,P1,US,2017 LCS 北美春季赛,TOP,61,51,153,6262,301389,367942.0,553358.0,23,15,811.3,8,0.6522,2.65,2.22,6.65,7.72,371.49,15997.48,24059.04,4.196
Alphari,MSF,EU,2017 LCS 欧洲夏季赛,TOP,56,70,172,7534,343361,360829.0,607734.0,26,12,920.0,14,0.4615,2.15,2.69,6.62,8.19,373.22,13878.04,23374.38,3.257
Cabochard,VIT,EU,2017 LCS 欧洲夏季赛,TOP,24,34,49,1796,90321,105249.0,186405.0,8,2,246.2,6,0.25,3.0,4.25,6.13,7.29,366.86,13156.13,23300.63,2.147
Expect,G2,EU,2017 LCS 欧洲夏季赛,TOP,50,41,106,5549,259827,306493.0,511365.0,18,11,663.1,7,0.6111,2.78,2.28,5.89,8.37,391.84,17027.39,28409.17,3.805
Jisu,MM,EU,2017 LCS 欧洲夏季赛,TOP,8,14,4,487,23894,39765.0,53097.0,2,0,66.6,2,0.0,4.0,7.0,2.0,7.31,358.77,19882.5,26548.5,0.857
Kikis,MM,EU,2017 LCS 欧洲夏季赛,TOP,8,14,19,1836,76739,73773.0,147090.0,7,0,224.8,7,0.0,1.14,2.0,2.71,8.17,341.37,10539.0,21012.86,1.929
Odoamne,H2K,EU,2017 LCS 欧洲夏季赛,TOP,30,38,78,3771,180126,202783.0,383907.0,15,8,498.4,7,0.5333,2.0,2.53,5.2,7.57,361.41,13518.87,25593.8,2.842
Phaxi,ROC,EU,2017 LCS 欧洲夏季赛,TOP,27,75,107,5166,244186,241177.0,498360.0,20,10,671.0,10,0.5,1.35,3.75,5.35,7.7,363.91,12058.85,24918.0,1.787
Profit,NIP,EU,2017 LCS 欧洲夏季赛,TOP,39,51,95,6244,271277,279917.0,480852.0,20,7,727.0,13,0.35,1.95,2.55,4.75,8.59,373.15,13995.85,24042.6,2.627
Soaz,FNC,EU,2017 LCS 欧洲夏季赛,TOP,64,77,216,7986,383209,404346.0,751632.0,28,22,1013.3,6,0.7857,2.29,2.75,7.71,7.88,378.18,14440.93,26844.0,3.636
Vizicsacsi,UOL,RU,2017 LCS 欧洲夏季赛,TOP,34,46,73,4249,193384,238338.0,398399.0,16,8,520.3,8,0.5,2.13,2.88,4.56,8.17,371.68,14896.13,24899.94,2.326
Wunder,MDK,EU,2017 LCS 欧洲夏季赛,TOP,35,30,67,3074,138955,173178.0,285033.0,11,6,352.0,5,0.5455,3.18,2.73,6.09,8.73,394.76,15743.45,25912.09,3.4
Alphari,MSF,EU,2017 LCS 欧洲春季赛,TOP,20,26,100,4676,205655,178661.0,396749.0,14,8,558.6,6,0.5714,1.43,1.86,7.14,8.37,368.16,12761.5,28339.21,4.615
Cabochard,VIT,EU,2017 LCS 欧洲春季赛,TOP,54,47,89,6441,290826,301316.0,463095.0,21,8,763.2,13,0.381,2.57,2.24,4.24,8.44,381.06,14348.38,22052.14,3.043
